LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Barkley,2013,8,Area 23,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,4379.47,1199758.96
Barkley,2013,8,Area 23,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2289.52,996776.67
Barkley,2013,8,Area 23,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2779.87,1642574.18
Barkley,2013,8,Area 23,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,738.33,133278.75
Barkley,2013,8,Area 23,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,688.93,128572.25
Tofino,2013,8,Area 24,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,272.81,41922.95
Tofino,2013,8,Area 24,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,414.62,114104.4
Tofino,2013,8,Area 24,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1502.88,1394127.07
Tofino,2013,8,Area 24,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,374.43,53778.81
Tofino,2013,8,Area 24,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,251.17,62332.97
Tahsis/Nootka,2013,8,Area 25,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,4235.22,1156508.7
Tahsis/Nootka,2013,8,Area 25,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1797.92,568898.08
Tahsis/Nootka,2013,8,Area 25,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,10047.32,4344161.39
Tahsis/Nootka,2013,8,Area 25,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,4124.16,2074608.72
Tahsis/Nootka,2013,8,Area 25,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,4767.62,5742096.23
Tahsis/Nootka,2013,8,Area 25,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,2774.58,641290.22
Tahsis/Nootka,2013,8,Area 25,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,2178.16,1039128.38
Kyuquot,2013,8,Area 26,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,67.13,4372.69
Kyuquot,2013,8,Area 26,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,335.67,29984.14
Kyuquot,2013,8,Area 26,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,201.4,19520.93
Kyuquot,2013,8,Area 26,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,134.27,17490.75
Winter Harbour,2013,8,Area 27,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,448.94,101510.4
Winter Harbour,2013,8,Area 27,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,689.28,213927.05
Winter Harbour,2013,8,Area 27,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1128.8,297363.77
Winter Harbour,2013,8,Area 27,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1485.74,911913.49
Winter Harbour,2013,8,Area 27,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,591.68,133922.1
Winter Harbour,2013,8,Area 27,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,244,39456.36
Winter Harbour,2013,8,Area 27,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,1521.47,1651405.34
Winter Harbour,2013,8,Area 27,Angling from shore,Chinook,Not Applicable,Released,Sublegal Size,SALMON,253.58,63540.97
Vancouver,2013,8,Area 28,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,168.25,13985.99
Vancouver,2013,8,Area 28,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,84.53,7060.11
Vancouver,2013,8,Area 28,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,394.07,51954.74
Vancouver,2013,8,Area 28,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,169.05,28240.43
Vancouver,2013,8,Area 28,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,40.97,1637.27
Vancouver,2013,8,Area 28,Angling from shore,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,84.53,7060.11
Vancouver,2013,8,Area 29,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,420.04,45547.99
Vancouver,2013,8,Area 29,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1402.43,282751.56
Vancouver,2013,8,Area 29,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,559.77,103662.7
Vancouver,2013,8,Area 29,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2618.7,1979218.43
Vancouver,2013,8,Area 29,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,863.9,305079.7
Vancouver,2013,8,Area 29,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,365.53,54892.15
Vancouver,2013,8,Area 29,Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,84.53,7060.11
Vancouver,2013,8,Area 29,Angling from shore,Chinook,Not Applicable,Released,Sublegal Size,SALMON,338.1,112961.72
Prince Rupert,2013,8,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,702.51,164919.4
Prince Rupert,2013,8,Area 3,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,320.71,25509.02
Prince Rupert,2013,8,Area 3,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,35.19,1203.29
Prince Rupert,2013,8,Area 4,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,218.39,47477.05
Prince Rupert,2013,8,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,125.49,8697.37
Prince Rupert,2013,8,Area 4,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,676.21,451846.88
Prince Rupert,2013,8,Area 4,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1944.1,3734796.88
Prince Rupert,2013,8,Area 4,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,119.72,8263.4
Central Coast,2013,8,Area 5,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,47.27,2187.32
Central Coast,2013,8,Area 6,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,134.27,10879.66
Central Coast,2013,8,Area 7,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,390.72,151877.73
Central Coast,2013,8,Area 7,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,67.13,4372.69
Central Coast,2013,8,Area 7,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,891.6,204140.15
Central Coast,2013,8,Area 7,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1040.62,743980.18
Central Coast,2013,8,Area 7,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,421.41,82055.48
Central Coast,2013,8,Area 7,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,315.81,56724.44
Central Coast,2013,8,Area 7,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,94.54,8749.27
Central Coast,2013,8,Area 8,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,744.99,190376.4
Central Coast,2013,8,Area 8,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,67.13,4372.69
Central Coast,2013,8,Area 8,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,195.36,37969.43
Central Coast,2013,8,Area 9,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,118.09,8153.28
Central Coast,2013,8,Area 9,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,84.53,7060.11
Haida Gwaii,2013,9,Area 101,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,107.35,11417.71
Port Hardy,2013,9,Area 12,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,59.37,3465.54
Port Hardy,2013,9,Area 12,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,107.35,11417.71
Port Hardy,2013,9,Area 12,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,590.77,347235.98
Barkley,2013,9,Area 123,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1569.59,1092243.76
Barkley,2013,9,Area 123,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1002.4,662979.23
Barkley,2013,9,Area 123,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,690.33,121387.25
Barkley,2013,9,Area 123,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1226.76,669757.37
Barkley,2013,9,Area 123,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,710.75,361510.54
Barkley,2013,9,Area 123,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,793.6,479611.77
Barkley,2013,9,Area 123,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,557.83,162719.34
Tofino,2013,9,Area 124,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,230.2,26313.28
Tahsis/Nootka,2013,9,Area 125,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,357.3,65717.05
Tahsis/Nootka,2013,9,Area 125,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,393.85,154327.1
Kyuquot,2013,9,Area 126,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,330.67,108348.44
Kyuquot,2013,9,Area 126,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,661.33,433393.78
Winter Harbour,2013,9,Area 127,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,118.74,13862.16
Winter Harbour,2013,9,Area 127,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,59.37,3465.54
Winter Harbour,2013,9,Area 127,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,71.29,5011.56
Campbell River,2013,9,Area 13,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,352.63,34771.97
Campbell River,2013,9,Area 13,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1123.98,239749.02
Campbell River,2013,9,Area 13,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,59.37,3465.54
Campbell River,2013,9,Area 13,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,6810.08,7530287.99
Campbell River,2013,9,Area 13,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,196.92,38581.78
Campbell River,2013,9,Area 14,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,110.22,12038.72
Campbell River,2013,9,Area 14,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,419.3,46196.34
Campbell River,2013,9,Area 14,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,230.2,26313.28
Campbell River,2013,9,Area 14,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,839.84,299332.32
Campbell River,2013,9,Area 14,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,110.22,12038.72
Campbell River,2013,9,Area 14,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,340.42,62429.43
Campbell River,2013,9,Area 14,Angling from shore,Chinook,Not Applicable,Released,Sublegal Size,SALMON,71.29,5011.56
Haida Gwaii,2013,9,Area 142,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,214.71,45670.83
Haida Gwaii,2013,9,Area 142,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,214.71,45670.83
Haida Gwaii,2013,9,Area 142,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,119.98,14274.56
Haida Gwaii,2013,9,Area 142,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,119.98,14274.56
Sunshine Coast,2013,9,Area 15,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,959.82,913572.02
Sunshine Coast,2013,9,Area 15,Angling from shore,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,119.98,14274.56
Sunshine Coast,2013,9,Area 15,Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,119.98,14274.56
Sunshine Coast,2013,9,Area 15,Angling from shore,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,119.98,14274.56
Sunshine Coast,2013,9,Area 15,Angling from shore,Chinook,Not Applicable,Released,Sublegal Size,SALMON,119.98,14274.56
Sunshine Coast,2013,9,Area 16,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,239.95,57098.25
Sunshine Coast,2013,9,Area 16,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,4529.87,14050756.74
Sunshine Coast,2013,9,Area 16,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,1199.77,1427456.28
Nanaimo,2013,9,Area 17,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,620.53,264326.04
Nanaimo,2013,9,Area 17,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2879.45,5850000.71
Nanaimo,2013,9,Area 17,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,359.93,128471.07
Nanaimo,2013,9,Area 18,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,239.95,57098.25
Nanaimo,2013,9,Area 18,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,71.29,5011.56
Nanaimo,2013,9,Area 18,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,110.22,12038.72
Victoria,2013,9,Area 19,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,359.93,128471.07
Victoria,2013,9,Area 19,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,659.26,188849.07
Victoria,2013,9,Area 19,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,119.98,14274.56
Victoria,2013,9,Area 19,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1519.45,634192.11
Victoria,2013,9,Area 19,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,538.04,59945.8
Victoria,2013,9,Area 19,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,119.98,14274.56
Haida Gwaii,2013,9,Area 2,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,217.58,23456.42
Haida Gwaii,2013,9,Area 2,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,119.98,14274.56
Haida Gwaii,2013,9,Area 2,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,220.44,48154.86
Victoria,2013,9,Area 20,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,882.4,234586.7
Victoria,2013,9,Area 20,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,994.6,377431.81
Victoria,2013,9,Area 20,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1538.96,396442.46
Victoria,2013,9,Area 20,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,119.98,14274.56
Victoria,2013,9,Area 20,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2575.43,1295521.93
Victoria,2013,9,Area 20,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,213.88,45104.01
Port Renfrew,2013,9,Area 21,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,382.54,77144.48
Barkley,2013,9,Area 23,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,719.86,285243.54
Barkley,2013,9,Area 23,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,810.58,251001.18
Barkley,2013,9,Area 23,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,930.55,216773.04
Barkley,2013,9,Area 23,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1510.66,511237.61
Barkley,2013,9,Area 23,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,897.28,205199.95
Barkley,2013,9,Area 23,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,479.91,228393.01
Barkley,2013,9,Area 23,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,227.33,25692.27
Tofino,2013,9,Area 24,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,71.29,5011.56
Tahsis/Nootka,2013,9,Area 25,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1353.97,705708.37
Tahsis/Nootka,2013,9,Area 25,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,142.59,20046.23
Tahsis/Nootka,2013,9,Area 25,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,834.73,236973.78
Tahsis/Nootka,2013,9,Area 25,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,125.83,15706.75
Tahsis/Nootka,2013,9,Area 25,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,239.95,57098.25
Winter Harbour,2013,9,Area 27,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,429.42,88296.93
Winter Harbour,2013,9,Area 27,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,801.97,331152.36
Vancouver,2013,9,Area 28,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,281.78,41300.84
Vancouver,2013,9,Area 28,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,59.37,3465.54
Vancouver,2013,9,Area 29,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,59.37,3465.54
Vancouver,2013,9,Area 29,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2018.87,685147.74
Vancouver,2013,9,Area 29,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,419.3,74776.43
Vancouver,2013,9,Area 29,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2689.12,2823815.48
Vancouver,2013,9,Area 29,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,179.35,17740.1
Vancouver,2013,9,Area 29,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,119.98,14274.56
Vancouver,2013,9,Area 29,Angling from shore,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,119.98,14274.56
Vancouver,2013,9,Area 29,Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,431.23,133482.62
Vancouver,2013,9,Area 29,Angling from shore,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,110.22,12038.72
Prince Rupert,2013,9,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,119.98,14274.56
Prince Rupert,2013,9,Area 3,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,239.95,57098.25
